codice,nome,nome_en,pattern,gruppo_target,attrezzo,luogo,muscoli,livello,uso,zone_rischio,adattamento,alternativa,setup,esecuzione,errori,nota_sicurezza,surrogato_attrezzo,nota_surrogato,esecuzione_surrogato,errori_surrogato,gif_slug
EX416,Intrarotazione cavo,Cable internal rotation,isolamento,cuffia rotatori,cavo,palestra,sottospinato;piccolo rotondo;sottoscapolare,principiante,riscaldamento,spalle,"spalle: carichi bassissimi, movimento lento, gomito sempre aderente al fianco",EX101,"In piedi di fianco alla puleggia all'altezza del gomito, maniglia nella mano interna, gomito flesso a 90 gradi e aderente al fianco","Rotazione dell'avambraccio verso l'ombelico mantenendo il gomito fermo al fianco;Pausa breve;Ritorno controllato 3 sec;Completa le ripetizioni, poi cambia lato",Staccare il gomito dal fianco;Ruotare il busto per aiutare;Usare carichi che trasformano il movimento in tirata,"Movimento di attivazione, non di forza: carichi minimi e tempo sotto tensione lungo",elastico,"Elastico ancorato all'altezza del gomito al posto della puleggia, gomito aderente al fianco","In piedi di fianco all'ancoraggio all'altezza del gomito, maniglia nella mano interna, gomito flesso a 90 gradi e aderente al fianco;Rotazione dell'avambraccio verso l'ombelico mantenendo il gomito fermo;Pausa breve;Ritorno controllato 3 sec;Completa le ripetizioni, poi cambia lato",Staccare il gomito dal fianco;Ruotare il busto per aiutare;Tensione eccessiva che trasforma il movimento in tirata,intrarotazione-cavo
EX417,Lento Arnold manubri panca verticale,Arnold shoulder press dumbbells vertical bench,spinta verticale,deltoidi anteriori,manubri;panca,palestra,deltoide anteriore;deltoide laterale;tricipiti;trapezio superiore,intermedio,principale,spalle;lombari,"spalle: se manca mobilita overhead ridurre il range o passare a inclinata. lombari: core attivo, evitare iperestensione",EX074,"Seduto su panca con schienale a 90 gradi, manubri davanti alle spalle, palmi rivolti verso il viso, gomiti stretti",Spinta verso l'alto ruotando i palmi in avanti durante la salita;Estensione senza bloccare i gomiti;Discesa controllata invertendo la rotazione 3 sec,Ruotare i polsi troppo presto o troppo tardi rispetto alla spinta;Staccare la schiena dallo schienale;Bloccare i gomiti in alto,La rotazione carica la spalla in posizione vulnerabile: usa carichi inferiori al lento avanti classico,,,,,lento-arnold-manubri-panca-verticale
EX418,Lento avanti alternato manubri,Dumbbell alternating isometric shoulder press,spinta verticale,deltoidi anteriori,manubri,casa;libero;palestra,deltoide anteriore;deltoide laterale;tricipiti;trapezio superiore,intermedio;avanzato,finisher,spalle;lombari,"spalle: se manca mobilita overhead ridurre il range o passare a inclinata. lombari: core attivo, evitare iperestensione",EX425,"In piedi, manubri all'altezza delle spalle, presa prona, core e glutei contratti",Spinta di un braccio mentre l'altro resta bloccato in isometria all'altezza spalla;Discesa controllata;Alterna senza mai rilasciare il braccio fermo,Rilasciare il braccio in isometria;Inarcare la lombare;Accelerare l'alternanza perdendo il controllo,"Il braccio isometrico e la parte dura: se cede l'altezza, la serie e finita",elastico,"Elastico calpestato a metà, un capo per mano all'altezza delle spalle","In piedi sull'elastico, mani all'altezza delle spalle;Spingi un braccio verso l'alto mentre l'altro resta fermo in tensione a metà corsa;Mantieni l'isometria sul braccio fermo;Ritorno lento 3 sec senza far collassare l'elastico",Rilasciare la tensione sul braccio in isometria;Inarcare la schiena durante la spinta;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa;Elastico troppo corto che impedisce l'estensione completa,lento-avanti-alternato-manubri
EX419,Lento avanti bilanciere rack panca piana,Barbell shoulder press bench,spinta verticale,deltoidi anteriori,bilanciere;panca,palestra,deltoide anteriore;deltoide laterale;tricipiti;trapezio superiore,intermedio,principale,spalle;lombari,"spalle: se manca mobilita overhead ridurre il range o passare a inclinata. lombari: core attivo, evitare iperestensione",EX006,"Seduto su panca piana senza schienale dentro il rack, bilanciere sui supporti all'altezza delle spalle, presa prona poco piu larga delle spalle, piedi a terra",Stacco del bilanciere dai supporti;Spinta verticale sopra la testa senza bloccare i gomiti;Discesa controllata all'altezza del mento 2-3 sec,Inarcare la lombare per compensare la mancanza di schienale;Traiettoria in avanti invece che verticale;Rimbalzo sui supporti,Senza schienale il core e l'unico stabilizzatore: regola i fermi del rack all'altezza spalle prima di iniziare,,,,,lento-avanti-bilanciere-rack-panca-piana
EX420,Lento avanti bilanciere rack,Barbell shoulder press rack standing,spinta verticale,deltoidi anteriori,bilanciere,palestra,deltoide anteriore;deltoide laterale;tricipiti;trapezio superiore,intermedio,principale,spalle;lombari,"spalle: se manca mobilita overhead ridurre il range o passare a inclinata. lombari: core attivo, evitare iperestensione",EX006,"In piedi nel rack, bilanciere sui supporti all'altezza delle clavicole, presa prona poco piu larga delle spalle, piedi larghezza anche","Stacco del bilanciere e passo indietro;Spinta verticale sopra la testa, testa che si sposta leggermente avanti a fine spinta;Discesa controllata alle clavicole 2-3 sec",Iperestensione lombare a fine spinta;Traiettoria in avanti che carica le spalle;Bloccare la respirazione per tutta la serie,Blocca il core e i glutei prima di spingere: senza tenuta il carico scarica sulla lombare,,,,,lento-avanti-bilanciere-rack
EX421,Lento avanti bilanciere seduto a terra,Barbell shoulder press seated on floor,spinta verticale,deltoidi anteriori,bilanciere,palestra,deltoide anteriore;deltoide laterale;tricipiti;trapezio superiore,intermedio;avanzato,finisher,spalle;lombari,"spalle: se manca mobilita overhead ridurre il range o passare a inclinata. lombari: core attivo, evitare iperestensione",EX420,"Seduto a terra a gambe distese, bilanciere all'altezza delle clavicole, presa prona poco piu larga delle spalle, busto eretto",Spinta verticale sopra la testa senza inarcare;Estensione completa;Discesa controllata alle clavicole 3 sec,Inarcare la lombare;Ruotare il bacino all'indietro;Usare le gambe per stabilizzarsi spingendo a terra,Da seduto a terra ogni compenso di gambe e anche e escluso: e il test piu onesto della spinta verticale pura,,,,,lento-avanti-bilanciere-seduto-a-terra
EX422,Lento avanti cavi bassi,Cable shoulder press,spinta verticale,deltoidi anteriori,cavi,palestra,deltoide anteriore;deltoide laterale;tricipiti;trapezio superiore,principiante;intermedio,finisher,spalle;lombari,"spalle: se manca mobilita overhead ridurre il range o passare a inclinata. lombari: core attivo, evitare iperestensione",EX425,"In piedi al centro del crossover, maniglie delle pulegge basse all'altezza delle spalle, presa neutra o prona, core attivo",Spinta verticale sopra la testa contro la trazione dei cavi;Estensione senza bloccare i gomiti;Discesa controllata 3 sec,Inclinarsi in avanti per vincere la trazione;Traiettoria delle mani che si allarga in alto;Rilasciare la tensione in basso,I cavi mantengono tensione anche in alto: aspettati un bruciore diverso dal bilanciere a parita di carico,elastico,"Elastico sotto i piedi al posto delle pulegge basse, spinta verticale sopra la testa","In piedi sull'elastico a larghezza spalle, maniglie all'altezza delle spalle, presa neutra o prona, core attivo;Spinta verticale sopra la testa contro la tensione;Estensione senza bloccare i gomiti;Discesa controllata 3 sec",Inclinarsi in avanti per vincere la tensione;Traiettoria delle mani che si allarga in alto;Rilasciare la tensione in basso,lento-avanti-cavi-bassi
EX423,Lento avanti macchina a dischi seduto,Lever shoulder press seated,spinta verticale,deltoidi anteriori,macchina,palestra,deltoide anteriore;deltoide laterale;tricipiti;trapezio superiore,principiante,principale,spalle;lombari,"spalle: se manca mobilita overhead ridurre il range o passare a inclinata. lombari: core attivo, evitare iperestensione",EX424,"Seduto sulla macchina a leve, schiena aderente allo schienale, impugnature all'altezza delle spalle, piedi a terra",Spinta verticale fino a quasi completa estensione;Discesa controllata 3 sec fino all'altezza spalle;Espira nella spinta,Staccare la schiena dallo schienale;Bloccare i gomiti in alto;Discesa in rilascio,La macchina guida la traiettoria: e la scelta piu sicura se la spalla e sensibile o sei alle prime armi,,,,,lento-avanti-macchina-a-dischi-seduto
EX424,Lento avanti macchina pacco pesi seduto,Selectorized shoulder press seated,spinta verticale,deltoidi anteriori,macchina,palestra,deltoide anteriore;deltoide laterale;tricipiti;trapezio superiore,principiante,principale,spalle;lombari,"spalle: se manca mobilita overhead ridurre il range o passare a inclinata. lombari: core attivo, evitare iperestensione",EX423,"Seduto sulla macchina a pacco pesi, schiena aderente, sedile regolato con le impugnature all'altezza delle spalle","Spinta verticale fino a quasi completa estensione;Discesa controllata 3 sec;Espira nella spinta, inspira nella discesa",Sedile troppo basso o troppo alto rispetto alla spalla;Staccare la schiena;Far sbattere il pacco pesi in discesa,"Regola sempre il sedile prima della serie: l'impugnatura deve partire all'altezza delle spalle, non sopra",,,,,lento-avanti-macchina-pacco-pesi-seduto
EX425,Lento avanti manubri,Dumbbell shoulder press standing,spinta verticale,deltoidi anteriori,manubri,casa;libero;palestra,deltoide anteriore;deltoide laterale;tricipiti;trapezio superiore,principiante;intermedio,principale,spalle;lombari,"spalle: se manca mobilita overhead ridurre il range o passare a inclinata. lombari: core attivo, evitare iperestensione",EX006,"In piedi, manubri all'altezza delle spalle, presa prona, piedi larghezza anche, core e glutei contratti",Spinta verticale sopra la testa senza bloccare i gomiti;Discesa controllata all'altezza spalle 2-3 sec;Espira nella spinta,Iperestensione lombare;Manubri che si allontanano davanti al corpo;Spinta asimmetrica tra i due braccia,Blocca il core e i glutei prima di spingere: senza tenuta il carico scarica sulla lombare,elastico,"Elastico calpestato a metà, un capo per mano all'altezza delle spalle, gomiti sotto i polsi","In piedi sull'elastico, mani all'altezza delle spalle e core attivo;Spingi verticalmente contro la resistenza crescente;Estendi sopra la testa senza bloccare i gomiti;Ritorno lento 3 sec senza far collassare l'elastico",Inarcare la zona lombare per aiutare la spinta;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa;Elastico troppo corto che impedisce l'estensione completa;Spalle che salgono verso le orecchie,lento-avanti-manubri
EX426,Lento avanti manubri panca verticale,Dumbbell shoulder press vertical bench,spinta verticale,deltoidi anteriori,manubri;panca,palestra,deltoide anteriore;deltoide laterale;tricipiti;trapezio superiore,principiante;intermedio,principale,spalle;lombari,"spalle: se manca mobilita overhead ridurre il range o passare a inclinata. lombari: core attivo, evitare iperestensione",EX425,"Seduto su panca con schienale a 90 gradi, schiena aderente, manubri all'altezza delle spalle, presa prona, piedi a terra",Spinta verticale sopra la testa;Estensione senza bloccare i gomiti;Discesa controllata all'altezza spalle 2-3 sec,Staccare la lombare dallo schienale;Far sbattere i manubri in alto;Discesa parziale che riduce il range,Lo schienale toglie il compenso lombare: e la variante da preferire se la lombare e sensibile,,,,,lento-avanti-manubri-panca-verticale
EX427,Lento avanti multipower,Smith machine shoulder press standing,spinta verticale,deltoidi anteriori,multipower,palestra,deltoide anteriore;deltoide laterale;tricipiti;trapezio superiore,principiante;intermedio,principale,spalle;lombari,"spalle: se manca mobilita overhead ridurre il range o passare a inclinata. lombari: core attivo, evitare iperestensione",EX420,"In piedi sotto il multipower, bilanciere all'altezza delle clavicole, presa prona poco piu larga delle spalle, piedi leggermente avanti rispetto alla barra",Sgancio della barra;Spinta verticale lungo la guida;Discesa controllata alle clavicole 2-3 sec,Posizionare i piedi troppo indietro creando una traiettoria innaturale per la spalla;Iperestensione lombare;Riagganciare la barra a braccia stanche,"La guida fissa impone la traiettoria: se senti fastidio alla spalla, sposta i piedi, non forzare",,,,,lento-avanti-multipower
EX428,Lento avanti multipower seduto,Smith machine shoulder press seated,spinta verticale,deltoidi anteriori,multipower;panca,palestra,deltoide anteriore;deltoide laterale;tricipiti;trapezio superiore,principiante;intermedio,principale,spalle;lombari,"spalle: se manca mobilita overhead ridurre il range o passare a inclinata. lombari: core attivo, evitare iperestensione",EX427,"Seduto su panca con schienale posizionata sotto il multipower, barra all'altezza delle clavicole, presa prona poco piu larga delle spalle",Sgancio della barra;Spinta verticale lungo la guida;Discesa controllata alle clavicole 2-3 sec,Panca mal centrata rispetto alla barra;Staccare la schiena dallo schienale;Bloccare i gomiti in alto,Centra la panca prima di caricare: fuori asse la barra scende davanti o dietro il piano della spalla,,,,,lento-avanti-multipower-seduto
EX429,Lento avanti bilanciere pin press,Barbell pin press,spinta verticale,deltoidi anteriori,bilanciere,palestra,deltoide anteriore;deltoide laterale;tricipiti;trapezio superiore,intermedio;avanzato,finisher,spalle;lombari,"spalle: se manca mobilita overhead ridurre il range o passare a inclinata. lombari: core attivo, evitare iperestensione",EX420,"In piedi nel rack, bilanciere appoggiato sui pin all'altezza delle clavicole o poco sopra, presa prona, core attivo","Spinta dalla posizione statica sui pin, senza pre-caricamento;Estensione completa;Riappoggio controllato sui pin e pausa completa tra le ripetizioni",Rimbalzare sui pin;Usare le gambe per avviare la spinta;Non fermarsi tra una ripetizione e l'altra,"Ogni ripetizione parte da fermo: serve a rompere il punto morto, non a spostare carichi massimali",,,,,lento-avanti-bilanciere-pin-press
EX430,Lento avanti un braccio manubrio,Dumbbell one arm shoulder press,spinta verticale,deltoidi anteriori,manubri,casa;libero;palestra,deltoide anteriore;deltoide laterale;tricipiti;trapezio superiore,intermedio,finisher,spalle;lombari,"spalle: se manca mobilita overhead ridurre il range o passare a inclinata. lombari: core attivo, evitare iperestensione",EX425,"In piedi, un manubrio all'altezza della spalla, presa prona o neutra, mano libera sul fianco, core e glutei contratti","Spinta verticale sopra la testa;Discesa controllata 3 sec;Completa le ripetizioni, poi cambia braccio",Inclinarsi lateralmente verso il lato opposto;Ruotare il busto;Iperestensione lombare,"Il carico monolaterale e un esercizio anti-flessione laterale mascherato: se il busto si piega, scendi di carico",elastico,"Elastico calpestato con un piede, un capo in mano all'altezza della spalla","In piedi sull'elastico, una mano all'altezza della spalla e core attivo;Spingi verticalmente fino a braccio disteso senza ruotare il busto;Pausa breve in alto;Ritorno lento 3 sec senza far collassare l'elastico",Busto che si inclina dal lato opposto;Inarcare la schiena;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa;Elastico troppo corto che impedisce l'estensione completa,lento-avanti-un-braccio-manubrio
